,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1,filename,number_of_faces,genders,anmerkungen,path_0,path_1,path_2,path_3,genders_0,genders_1,genders_2,genders_3
36,36,36,36,36,36,36,36,36,36,36,36,2062555241_b14e19552f_2343_19112945@N00.jpg,4,mfmm,gender kid?,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_0/correct_number_of_faces/2062555241_b14e19552f_2343_19112945@N00.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_1/wrong_number_of_faces/2062555241_b14e19552f_2343_19112945@N00.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_2/correct_number_of_faces/2062555241_b14e19552f_2343_19112945@N00.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_3/correct_number_of_faces/2062555241_b14e19552f_2343_19112945@N00.jpg,fmmf,,ffmf,ffmf
37,37,37,37,37,37,37,37,37,37,37,37,2073747986_f28b2c32a2_2238_23324812@N00.jpg,4,ffmm,,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_0/wrong_number_of_faces/2073747986_f28b2c32a2_2238_23324812@N00.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_1/correct_number_of_faces/2073747986_f28b2c32a2_2238_23324812@N00.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_2/correct_number_of_faces/2073747986_f28b2c32a2_2238_23324812@N00.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_3/correct_number_of_faces/2073747986_f28b2c32a2_2238_23324812@N00.jpg,,fffm,fffm,fffm
38,38,38,38,38,38,38,38,38,38,38,38,2073812999_7043fc476a_2228_23324812@N00.jpg,4,ffmm,,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_0/correct_number_of_faces/2073812999_7043fc476a_2228_23324812@N00.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_1/correct_number_of_faces/2073812999_7043fc476a_2228_23324812@N00.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_2/correct_number_of_faces/2073812999_7043fc476a_2228_23324812@N00.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_3/correct_number_of_faces/2073812999_7043fc476a_2228_23324812@N00.jpg,fmmf,mfmm,ffff,ffmf
39,39,39,39,39,39,39,39,39,39,39,39,2077314947_99bb45c49b_2380_8081344@N03.jpg,4,ffmm,,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_0/correct_number_of_faces/2077314947_99bb45c49b_2380_8081344@N03.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_1/correct_number_of_faces/2077314947_99bb45c49b_2380_8081344@N03.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_2/correct_number_of_faces/2077314947_99bb45c49b_2380_8081344@N03.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_3/correct_number_of_faces/2077314947_99bb45c49b_2380_8081344@N03.jpg,ffmm,mfmm,fmmf,ffmm
40,40,40,40,40,40,40,40,40,40,40,40,2078103416_934e14bef2_2126_8081344@N03.jpg,4,ffmm,,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_0/correct_number_of_faces/2078103416_934e14bef2_2126_8081344@N03.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_1/correct_number_of_faces/2078103416_934e14bef2_2126_8081344@N03.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_2/correct_number_of_faces/2078103416_934e14bef2_2126_8081344@N03.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_3/correct_number_of_faces/2078103416_934e14bef2_2126_8081344@N03.jpg,ffmf,mfmm,ffmf,ffmf
41,41,41,41,41,41,41,41,41,41,41,41,2087703213_2328d890c0_2047_58158098@N00.jpg,4,mmff,,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_0/correct_number_of_faces/2087703213_2328d890c0_2047_58158098@N00.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_1/correct_number_of_faces/2087703213_2328d890c0_2047_58158098@N00.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_2/correct_number_of_faces/2087703213_2328d890c0_2047_58158098@N00.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_3/correct_number_of_faces/2087703213_2328d890c0_2047_58158098@N00.jpg,ffmf,mmmm,mmmf,mmff
42,42,42,42,42,42,42,42,42,42,42,42,2093257904_00275c635d_2256_52481047@N00.jpg,5,mfmff,,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_0/correct_number_of_faces/2093257904_00275c635d_2256_52481047@N00.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_1/correct_number_of_faces/2093257904_00275c635d_2256_52481047@N00.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_2/correct_number_of_faces/2093257904_00275c635d_2256_52481047@N00.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_3/correct_number_of_faces/2093257904_00275c635d_2256_52481047@N00.jpg,mffff,mmfmm,mfmff,mfmff
43,43,43,43,43,43,43,43,43,43,43,43,2098345487_cf773de946_2392_99184416@N00.jpg,4,mfmf,,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_0/wrong_number_of_faces/2098345487_cf773de946_2392_99184416@N00.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_1/correct_number_of_faces/2098345487_cf773de946_2392_99184416@N00.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_2/correct_number_of_faces/2098345487_cf773de946_2392_99184416@N00.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_3/correct_number_of_faces/2098345487_cf773de946_2392_99184416@N00.jpg,,mfmf,ffmf,ffmf
44,44,44,44,44,44,44,44,44,44,44,44,2105348539_8f918cbaa7_2316_43278228@N00.jpg,4,mfmf,,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_0/correct_number_of_faces/2105348539_8f918cbaa7_2316_43278228@N00.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_1/correct_number_of_faces/2105348539_8f918cbaa7_2316_43278228@N00.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_2/correct_number_of_faces/2105348539_8f918cbaa7_2316_43278228@N00.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_3/correct_number_of_faces/2105348539_8f918cbaa7_2316_43278228@N00.jpg,mmmf,mmmm,mfmf,mfmf
45,45,45,45,45,45,45,45,45,45,45,45,2108379474_8200d7f697_2070_39471939@N00.jpg,5,mmmmm,,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_0/correct_number_of_faces/2108379474_8200d7f697_2070_39471939@N00.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_1/correct_number_of_faces/2108379474_8200d7f697_2070_39471939@N00.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_2/correct_number_of_faces/2108379474_8200d7f697_2070_39471939@N00.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_3/correct_number_of_faces/2108379474_8200d7f697_2070_39471939@N00.jpg,mmmfm,mmmfm,mmmfm,mmmfm
46,46,46,46,46,46,46,46,46,46,46,46,2388066320_dd535ab0f6_2117_47329863@N00.jpg,4,ffmf,,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_0/correct_number_of_faces/2388066320_dd535ab0f6_2117_47329863@N00.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_1/correct_number_of_faces/2388066320_dd535ab0f6_2117_47329863@N00.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_2/correct_number_of_faces/2388066320_dd535ab0f6_2117_47329863@N00.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_3/correct_number_of_faces/2388066320_dd535ab0f6_2117_47329863@N00.jpg,mmmf,mfmm,ffmf,mfmf
47,47,47,47,47,47,47,47,47,47,47,47,2393993918_23f883f49c_3135_25399707@N03.jpg,4,ffmm,,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_0/correct_number_of_faces/2393993918_23f883f49c_3135_25399707@N03.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_1/wrong_number_of_faces/2393993918_23f883f49c_3135_25399707@N03.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_2/correct_number_of_faces/2393993918_23f883f49c_3135_25399707@N03.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_3/correct_number_of_faces/2393993918_23f883f49c_3135_25399707@N03.jpg,mmmm,,ffmf,ffmm
48,48,48,48,48,48,48,48,48,48,48,48,2397986326_2717a9b92f_2204_18227402@N00.jpg,4,fmfm,,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_0/correct_number_of_faces/2397986326_2717a9b92f_2204_18227402@N00.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_1/correct_number_of_faces/2397986326_2717a9b92f_2204_18227402@N00.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_2/correct_number_of_faces/2397986326_2717a9b92f_2204_18227402@N00.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_3/correct_number_of_faces/2397986326_2717a9b92f_2204_18227402@N00.jpg,fffm,fmfm,fmfm,fffm
49,49,49,49,49,49,49,49,49,49,49,49,2400876923_a1e58629b7_2022_14146817@N04.jpg,4,fmmm,,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_0/correct_number_of_faces/2400876923_a1e58629b7_2022_14146817@N04.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_1/correct_number_of_faces/2400876923_a1e58629b7_2022_14146817@N04.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_2/correct_number_of_faces/2400876923_a1e58629b7_2022_14146817@N04.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_3/correct_number_of_faces/2400876923_a1e58629b7_2022_14146817@N04.jpg,mmmm,mmmm,fmmm,ffmm
50,50,50,50,50,50,50,50,50,50,50,50,2401568353_fde02beca8_2142_25072020@N04.jpg,4,mffm,,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_0/correct_number_of_faces/2401568353_fde02beca8_2142_25072020@N04.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_1/wrong_number_of_faces/2401568353_fde02beca8_2142_25072020@N04.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_2/correct_number_of_faces/2401568353_fde02beca8_2142_25072020@N04.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_3/correct_number_of_faces/2401568353_fde02beca8_2142_25072020@N04.jpg,mmmm,,mmmf,mmmf
51,51,51,51,51,51,51,51,51,51,51,51,2409438059_41264f7625_2182_22579426@N07.jpg,4,mffm,,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_0/wrong_number_of_faces/2409438059_41264f7625_2182_22579426@N07.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_1/wrong_number_of_faces/2409438059_41264f7625_2182_22579426@N07.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_2/correct_number_of_faces/2409438059_41264f7625_2182_22579426@N07.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_3/correct_number_of_faces/2409438059_41264f7625_2182_22579426@N07.jpg,,,fffm,ffmf
52,52,52,52,52,52,52,52,52,52,52,52,2420202908_ddfa4efe68_2115_15545410@N00.jpg,5,mfmff,,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_0/wrong_number_of_faces/2420202908_ddfa4efe68_2115_15545410@N00.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_1/correct_number_of_faces/2420202908_ddfa4efe68_2115_15545410@N00.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_2/correct_number_of_faces/2420202908_ddfa4efe68_2115_15545410@N00.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_3/correct_number_of_faces/2420202908_ddfa4efe68_2115_15545410@N00.jpg,,mfmfm,mfmmm,mmmmm
53,53,53,53,53,53,53,53,53,53,53,53,2429111029_7fb5c16b5d_3208_8658049@N02.jpg,7,mmmmmfm,,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_0/correct_number_of_faces/2429111029_7fb5c16b5d_3208_8658049@N02.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_1/wrong_number_of_faces/2429111029_7fb5c16b5d_3208_8658049@N02.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_2/correct_number_of_faces/2429111029_7fb5c16b5d_3208_8658049@N02.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_3/correct_number_of_faces/2429111029_7fb5c16b5d_3208_8658049@N02.jpg,mmmmmfm,,mmmmmfm,mmmmmfm
54,54,54,54,54,54,54,54,54,54,54,54,2437159736_11387e78e6_2098_24658964@N02.jpg,4,ffff,,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_0/correct_number_of_faces/2437159736_11387e78e6_2098_24658964@N02.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_1/correct_number_of_faces/2437159736_11387e78e6_2098_24658964@N02.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_2/correct_number_of_faces/2437159736_11387e78e6_2098_24658964@N02.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_3/correct_number_of_faces/2437159736_11387e78e6_2098_24658964@N02.jpg,fmfm,fmmm,fmmf,fmmf
55,55,55,55,55,55,55,55,55,55,55,55,2440447198_1bc0095342_2360_25351444@N05.jpg,4,mffm,,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_0/correct_number_of_faces/2440447198_1bc0095342_2360_25351444@N05.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_1/wrong_number_of_faces/2440447198_1bc0095342_2360_25351444@N05.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_2/correct_number_of_faces/2440447198_1bc0095342_2360_25351444@N05.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_3/correct_number_of_faces/2440447198_1bc0095342_2360_25351444@N05.jpg,ffff,,mfmf,mfmf
56,56,56,56,56,56,56,56,56,56,56,56,2459837024_02ebd1495a_3123_34784129@N00.jpg,4,mfmm,baby,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_0/correct_number_of_faces/2459837024_02ebd1495a_3123_34784129@N00.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_1/wrong_number_of_faces/2459837024_02ebd1495a_3123_34784129@N00.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_2/wrong_number_of_faces/2459837024_02ebd1495a_3123_34784129@N00.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_3/correct_number_of_faces/2459837024_02ebd1495a_3123_34784129@N00.jpg,fffm,,,mffm
57,57,57,57,57,57,57,57,57,57,57,57,2462474600_1e11459578_2173_20694129@N03.jpg,4,mfmm,,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_0/correct_number_of_faces/2462474600_1e11459578_2173_20694129@N03.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_1/wrong_number_of_faces/2462474600_1e11459578_2173_20694129@N03.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_2/correct_number_of_faces/2462474600_1e11459578_2173_20694129@N03.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_3/correct_number_of_faces/2462474600_1e11459578_2173_20694129@N03.jpg,mfmf,,mfmf,mfmf
58,58,58,58,58,58,58,58,58,58,58,58,2462484698_8fcec92ddb_2049_20694129@N03.jpg,6,mfmffm,,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_0/correct_number_of_faces/2462484698_8fcec92ddb_2049_20694129@N03.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_1/wrong_number_of_faces/2462484698_8fcec92ddb_2049_20694129@N03.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_2/correct_number_of_faces/2462484698_8fcec92ddb_2049_20694129@N03.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_3/correct_number_of_faces/2462484698_8fcec92ddb_2049_20694129@N03.jpg,ffmfff,,ffmfff,ffmfff
59,59,59,59,59,59,59,59,59,59,59,59,2466844064_2223170312_2341_94339831@N00.jpg,5,mfmmf,,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_0/correct_number_of_faces/2466844064_2223170312_2341_94339831@N00.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_1/correct_number_of_faces/2466844064_2223170312_2341_94339831@N00.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_2/correct_number_of_faces/2466844064_2223170312_2341_94339831@N00.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_3/correct_number_of_faces/2466844064_2223170312_2341_94339831@N00.jpg,ffmmm,mmmmm,ffmmf,ffmmm
60,60,60,60,60,60,60,60,60,60,60,60,2469945219_7168581767_2294_13164403@N08.jpg,5,ffmmm,,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_0/wrong_number_of_faces/2469945219_7168581767_2294_13164403@N08.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_1/correct_number_of_faces/2469945219_7168581767_2294_13164403@N08.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_2/correct_number_of_faces/2469945219_7168581767_2294_13164403@N08.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_3/correct_number_of_faces/2469945219_7168581767_2294_13164403@N08.jpg,,fmfmf,ffmff,mfmfm
61,61,61,61,61,61,61,61,61,61,61,61,2474819744_7336ddf173_2048_11702427@N08.jpg,4,mfff,,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_0/wrong_number_of_faces/2474819744_7336ddf173_2048_11702427@N08.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_1/correct_number_of_faces/2474819744_7336ddf173_2048_11702427@N08.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_2/correct_number_of_faces/2474819744_7336ddf173_2048_11702427@N08.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_3/correct_number_of_faces/2474819744_7336ddf173_2048_11702427@N08.jpg,,mfmf,mmff,fmff
62,62,62,62,62,62,62,62,62,62,62,62,2484038545_0514b7de03_3051_32213359@N00.jpg,4,ffff,,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_0/wrong_number_of_faces/2484038545_0514b7de03_3051_32213359@N00.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_1/correct_number_of_faces/2484038545_0514b7de03_3051_32213359@N00.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_2/correct_number_of_faces/2484038545_0514b7de03_3051_32213359@N00.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_3/correct_number_of_faces/2484038545_0514b7de03_3051_32213359@N00.jpg,,mmff,ffff,ffff
63,63,63,63,63,63,63,63,63,63,63,63,2485220902_656099ef27_3184_9995018@N05.jpg,4,fmfm,,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_0/correct_number_of_faces/2485220902_656099ef27_3184_9995018@N05.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_1/wrong_number_of_faces/2485220902_656099ef27_3184_9995018@N05.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_2/correct_number_of_faces/2485220902_656099ef27_3184_9995018@N05.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_3/correct_number_of_faces/2485220902_656099ef27_3184_9995018@N05.jpg,mmff,,mmmm,mmmm
64,64,64,64,64,64,64,64,64,64,64,64,2495320976_0fb5c98083_2181_44124367235@N01.jpg,4,mfmf,,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_0/correct_number_of_faces/2495320976_0fb5c98083_2181_44124367235@N01.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_1/correct_number_of_faces/2495320976_0fb5c98083_2181_44124367235@N01.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_2/correct_number_of_faces/2495320976_0fb5c98083_2181_44124367235@N01.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_3/correct_number_of_faces/2495320976_0fb5c98083_2181_44124367235@N01.jpg,fmff,ffmf,mmff,mfmf
65,65,65,65,65,65,65,65,65,65,65,65,2496318226_8c4a3d0a04_3284_25187838@N04.jpg,4,mmff,,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_0/correct_number_of_faces/2496318226_8c4a3d0a04_3284_25187838@N04.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_1/correct_number_of_faces/2496318226_8c4a3d0a04_3284_25187838@N04.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_2/correct_number_of_faces/2496318226_8c4a3d0a04_3284_25187838@N04.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_3/correct_number_of_faces/2496318226_8c4a3d0a04_3284_25187838@N04.jpg,mfmf,ffmf,ffff,ffmf
66,66,66,66,66,66,66,66,66,66,66,66,2514305549_7f523f8770_2158_9720361@N03.jpg,4,mfmf,,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_0/correct_number_of_faces/2514305549_7f523f8770_2158_9720361@N03.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_1/correct_number_of_faces/2514305549_7f523f8770_2158_9720361@N03.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_2/correct_number_of_faces/2514305549_7f523f8770_2158_9720361@N03.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_3/correct_number_of_faces/2514305549_7f523f8770_2158_9720361@N03.jpg,ffff,mmff,mfmf,mmmf
67,67,67,67,67,67,67,67,67,67,67,67,2519244567_bb2872da44_2414_25254823@N03.jpg,5,mmfff,,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_0/wrong_number_of_faces/2519244567_bb2872da44_2414_25254823@N03.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_1/wrong_number_of_faces/2519244567_bb2872da44_2414_25254823@N03.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_2/wrong_number_of_faces/2519244567_bb2872da44_2414_25254823@N03.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_3/correct_number_of_faces/2519244567_bb2872da44_2414_25254823@N03.jpg,,,,mfmfm
68,68,68,68,68,68,68,68,68,68,68,68,2526490285_f36bf29fff_3166_46556310@N00.jpg,4,fffm,,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_0/correct_number_of_faces/2526490285_f36bf29fff_3166_46556310@N00.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_1/wrong_number_of_faces/2526490285_f36bf29fff_3166_46556310@N00.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_2/correct_number_of_faces/2526490285_f36bf29fff_3166_46556310@N00.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_3/correct_number_of_faces/2526490285_f36bf29fff_3166_46556310@N00.jpg,fffm,,fffm,fffm
69,69,69,69,69,69,69,69,69,69,69,69,2542975837_545f31671f_2172_23324812@N00.jpg,4,fmfm,,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_0/wrong_number_of_faces/2542975837_545f31671f_2172_23324812@N00.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_1/correct_number_of_faces/2542975837_545f31671f_2172_23324812@N00.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_2/correct_number_of_faces/2542975837_545f31671f_2172_23324812@N00.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_3/correct_number_of_faces/2542975837_545f31671f_2172_23324812@N00.jpg,,ffff,fmff,fmff
70,70,70,70,70,70,70,70,70,70,70,70,2557516364_6bf8b9ea5b_3148_39003540@N00.jpg,4,fffm,,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_0/correct_number_of_faces/2557516364_6bf8b9ea5b_3148_39003540@N00.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_1/wrong_number_of_faces/2557516364_6bf8b9ea5b_3148_39003540@N00.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_2/correct_number_of_faces/2557516364_6bf8b9ea5b_3148_39003540@N00.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_3/correct_number_of_faces/2557516364_6bf8b9ea5b_3148_39003540@N00.jpg,ffff,,fffm,fffm
71,71,71,71,71,71,71,71,71,71,71,71,2567007582_f803c6e842_3266_50861109@N00.jpg,6,mffmfm,,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_0/wrong_number_of_faces/2567007582_f803c6e842_3266_50861109@N00.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_1/wrong_number_of_faces/2567007582_f803c6e842_3266_50861109@N00.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_2/correct_number_of_faces/2567007582_f803c6e842_3266_50861109@N00.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_3/correct_number_of_faces/2567007582_f803c6e842_3266_50861109@N00.jpg,,,mmfmfm,mmfmfm
72,72,72,72,72,72,72,72,72,72,72,72,2571015045_e99de2581a_3058_36453417@N00.jpg,4,ffmm,,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_0/correct_number_of_faces/2571015045_e99de2581a_3058_36453417@N00.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_1/correct_number_of_faces/2571015045_e99de2581a_3058_36453417@N00.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_2/correct_number_of_faces/2571015045_e99de2581a_3058_36453417@N00.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_3/correct_number_of_faces/2571015045_e99de2581a_3058_36453417@N00.jpg,ffmm,mmfm,fffm,fffm
